CÓDIGO DEL FIC;TIPO ACTIVO;VINCULADO AL FONDO;TIPO DE TITULO;EMISOR;NIT;TIPO INVERSION ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACIÓN; VPN 
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;27355440
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;63555120
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;23927440
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;30920560
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;116552000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;137120000
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;4085420
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;10770000
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;20477360
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;32310000
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;64620000
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;8910380
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;11100280
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;29438000
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;10669480
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;56901500
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;35900000
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;11617240
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;45822760
85076216;1;2;34;Interconexion Electrica S.A. E.S.P. Isa;8600166103;2;1;1;1;1;45;1;0;28720000
85076216;1;2;34;ISAGEN S.A. E.S.P.;8110007404;2;1;1;1;1;45;1;0;317281725
85076216;1;2;34;ISAGEN S.A. E.S.P.;8110007404;2;1;1;1;1;45;1;0;60175275
85076216;1;2;34;ISAGEN S.A. E.S.P.;8110007404;2;1;1;1;1;45;1;0;158625000
85076216;1;2;34;ISAGEN S.A. E.S.P.;8110007404;2;1;1;1;1;45;1;0;158625000
85076216;1;2;34;ISAGEN S.A. E.S.P.;8110007404;2;1;1;1;1;45;1;0;292324725
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;64842020
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;58800280
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;59451620
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;60642000
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;4132640
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;67380000
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;54914700
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;81080600
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;106123500
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;67380000
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;224600000
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;224600000
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;157220000
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;28546660
85076216;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;83753340
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;134303400
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;110700000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;49496400
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;122040000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;73442160
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;108000000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;1055160
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;54000000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;71672040
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;76248000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;84456000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;84456000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;54000000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;108000000
85076216;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;55271160
85076216;1;2;34;BANCOLOMBIA S.A.;8909039388;2;1;1;1;2;45;1;0;465228800
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;231722400
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;64610000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;45500000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;45500000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;78624000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;91000000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;45500000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;49058100
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;51351300
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;61516000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;132941900
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;19692400
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;38238200
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;54600000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;63700000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;93220400
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;127400000
85076216;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;136500000
85076216;1;2;34;BANCO DAVIVIENDA S.A.;8600343137;2;1;1;1;2;45;1;0;108500000
85076216;1;2;34;BANCO DAVIVIENDA S.A.;8600343137;2;1;1;1;2;45;1;0;77230300
85076216;1;2;34;BANCO DAVIVIENDA S.A.;8600343137;2;1;1;1;2;45;1;0;134518300
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;38630400
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;30996480
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;32609280
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;30720000
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;26910720
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;27002880
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;28876800
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;29184000
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;19215360
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;46080000
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;55296000
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;69335040
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;28876800
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;53760000
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;92160000
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;21365760
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;28830720
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;61854720
85076216;1;2;34;GRUPO ARGOS S.A.;8909002663;2;1;1;1;1;45;1;0;10736640
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;104470000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;56986700
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;5156100
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;36463400
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;10110000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;13041900
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;34374000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;100426000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;18265400
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;2123100
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;3370000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;3370000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;4044000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;5189800
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;13480000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;16850000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;25308700
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;74274800
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;94360000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;94360000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;269600000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;20557000
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;46135300
85076216;1;2;34;GRUPO DE INVERSIONES SURAMERICANA S.A.;8110122713;2;1;1;1;2;45;1;0;270307700
85076216;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;0
85076216;2;1;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;0
85076216;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;3029173199.45
85076241;1;2;50;ISHARES MSCI ACWI INDEX FUND;4444444444;2;2;1;3;1;51;1;0;835106133.13
85076241;1;2;50;ISHARES MSCI ACWI INDEX FUND;4444444444;2;2;1;3;1;51;1;0;803460005.98
85076241;1;2;50;ISHARES MSCI ACWI INDEX FUND;4444444444;2;2;1;3;1;51;1;0;119024600.45
85076241;1;2;50;ISHARES MSCI ACWI INDEX FUND;4444444444;2;2;1;3;1;51;1;0;622373833.95
85076241;1;2;50;ISHARES MSCI ACWI INDEX FUND;4444444444;2;2;1;3;1;51;1;0;1037289723.25
85076241;1;2;50;ISHARES MSCI ACWI INDEX FUND;4444444444;2;2;1;3;1;51;1;0;898398387.43
85076241;1;2;50;ISHARES MSCI ACWI INDEX FUND;4444444444;2;2;1;3;1;51;1;0;1188487886.3
85076241;1;2;50;ISHARES (HEZU) CURRENCY HEDGED MSCI EMU;5555555555;2;2;1;3;1;51;1;0;314861263.82
85076241;1;2;50;TECHNOLOGY SELECT SECT SPDR;6666666666;2;2;1;3;1;51;1;0;540298950.4
85076241;2;1;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;0
85076241;2;2;0;Banco de Bogota Panama Dólar;2222222222;0;0;0;0;0;0;0;0;158759.85
85076241;2;2;0;BANCO DE BOGOTA PANAMA PESO;3333333333;0;0;0;0;0;0;0;0;508482786.68
85076241;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;471481299.95
85076252;1;2;3;BANCOLOMBIA S.A.;8909039388;2;1;1;1;2;1;933;0;523725000
85076252;1;2;34;BANCOLOMBIA S.A.;8909039388;2;1;1;1;2;45;1;0;35579520
85076252;1;2;34;BANCOLOMBIA S.A.;8909039388;2;1;1;1;2;45;1;0;124862400
85076252;1;2;3;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;797;0;474535000
85076252;1;1;16;BANCO DE BOGOTA S.A.;8600029644;2;1;1;1;2;1;218;0;1001750000
85076252;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;11;1111;0;509225000
85076252;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;395;0;493830000
85076252;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;416;0;982880000
85076252;1;2;34;ISAGEN S.A. E.S.P.;8110007404;2;1;1;1;1;45;1;0;176250000
85076252;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;24256800
85076252;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;1706960
85076252;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;4424620
85076252;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;5412860
85076252;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;28344520
85076252;1;2;34;GRUPO NUTRESA S.A.;8909000501;2;1;1;1;1;45;1;0;44920000
85076252;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;16200000
85076252;1;2;34;Acciones y Valores S.A. Grupo Aval;8002161815;2;1;1;1;2;45;1;0;140724000
85076252;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;13650000
85076252;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;13650000
85076252;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;27300000
85076252;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;9100000
85076252;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;9100000
85076252;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;9100000
85076252;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;20020000
85076252;1;2;34;CEMENTOS ARGOS S.A.;8901002510;2;1;1;1;1;45;1;0;136500000
85076252;1;2;34;BANCO DAVIVIENDA S.A.;8600343137;2;1;1;1;2;45;1;0;8680000
85076252;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1889;0;1179093087.48
85076252;1;2;50;ISHARES MSCI ACWI INDEX FUND;4444444444;2;2;1;3;1;51;1;0;692346937.32
85076252;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;937396254.33
85076252;2;1;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;0
85076252;2;2;0;BANCO DE BOGOTA PANAMA PESO;3333333333;0;0;0;0;0;0;0;0;29281699.15
85076252;2;2;0;Banco de Bogota Panama Dólar;2222222222;0;0;0;0;0;0;0;0;9142.41
