ID;TIPO ACTIVO;VINCULADO O NO;TIPO TITULO;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO; DURACION ;  VPN  ;FIC
25392;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;853;0;508900000;VP2
25392;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;105;0;507160000;VP2
25392;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;163;0;1003390000;VP2
25392;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;178;0;1008990000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;168;0;505160000;VP2
25392;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;562;0;520465000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;168;0;1515480000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;122;0;507995000;VP2
25392;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;252;0;1011610000;VP2
25392;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;267;0;505040000;VP2
25392;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;290;0;1011780000;VP2
25392;1;2;16;Hsbc Colombia S.A.;8600509309;2;1;1;1;2;1;122;0;504980000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;323;0;1005870000;VP2
25392;1;2;3;Banco Pichincha S.A.;8902007567;2;1;1;1;2;1;175;0;1006060000;VP2
25392;1;2;3;Banco Pichincha S.A.;8902007567;2;1;1;1;2;1;175;0;1006060000;VP2
25392;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;359;0;1426229040;VP2
25392;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;189;0;505555000;VP2
25392;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;1;30;0;1010150000;VP2
25392;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;1;211;0;1009900000;VP2
25392;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;406;0;1005790000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;169;0;504820000;VP2
25392;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;91;0;1000000000;VP2
25392;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;449;0;998340000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;15;0;505390000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;111;0;1008140000;VP2
25392;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;497;0;498625000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;403;0;2006720000;VP2
25392;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;189;0;508090000;VP2
25392;1;1;16;Leasing Corficolombiana S.A.;8000247028;2;1;1;1;2;1;222;0;507470000;VP2
25392;1;2;16;Banco Finandina S.A.;8600518946;2;1;1;1;2;1;409;0;999540000;VP2
25392;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;231;0;1003550000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;247;0;501755000;VP2
25392;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;133;0;2030880000;VP2
25392;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;83;0;2001000000;VP2
25392;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;173;0;998070000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;181;0;505045000;VP2
25392;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;269;0;3002070000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;92;0;506735000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;281;0;1026090000;VP2
25392;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;290;0;1012620000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;267;0;4027320000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;473;0;1011280000;VP2
25392;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;111;0;504020000;VP2
25392;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;113;0;3098520000;VP2
25392;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;118;0;1007580000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;119;0;1007040000;VP2
25392;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;99;0;5073050000;VP2
25392;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;188;0;1023290000;VP2
25392;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;211;0;1016750000;VP2
25392;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;336;0;1003530000;VP2
25392;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;183;0;2048500000;VP2
25392;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;343;0;2011620000;VP2
25392;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;344;0;502075000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;293;0;1018870000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;267;0;2013660000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;259;0;1015110000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;243;0;2070360000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;243;0;2070360000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;259;0;5075550000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;243;0;2070360000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;539135000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;2156540000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;27;0;1048800000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;1617405000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;4313080000;VP2
25392;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;2156540000;VP2
25392;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;56;0;1003270000;VP2
25392;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;93;0;2518750000;VP2
25392;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;6;0;502445000;VP2
25392;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;126;0;1007260000;VP2
25392;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;557;0;507250000;VP2
25392;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;150;0;1004160000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;204;0;501055000;VP2
25392;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;28;0;500580000;VP2
25392;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;577;0;1002760000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;304;0;499535000;VP2
25392;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;216;0;1007550000;VP2
25392;1;2;3;Banco Popular S.A.;8600077389;2;1;1;1;2;1;582;0;503835000;VP2
25392;1;2;3;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;226;0;500875000;VP2
25392;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;63;0;1508400000;VP2
25392;1;2;3;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;646;0;577898000;VP2
25392;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;421;0;496510000;VP2
25392;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;427;0;499195000;VP2
25392;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;428;0;998180000;VP2
25392;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;240;0;998650000;VP2
25392;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;341;0;1002020000;VP2
25392;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;99;0;1006660000;VP2
25392;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;351;0;3005340000;VP2
25392;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;4086562960.33;vp2
25392;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;11378118465.87;vp2
25392;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;0;vp2
25392;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;948958520.77;vp2
25392;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;10762323966.78;vp2
25392;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;4863594480.51;vp2
25392;2;2;0;Helm Bank;8600076603;0;0;0;0;0;0;0;0;15672965060.56;vp2
25392;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;8202968913.42;vp2
25392;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;5996108698.65;vp2
25392;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;3363130041.77;vp2
25392;2;2;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0;0;0;341562508.02;vp2
25392;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;1209800563.97;vp2
25392;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;6315568380.41;vp2
25392;2;2;0;Cititrust Colombia S.A.;8001468148;0;0;0;0;0;0;0;0;0;vp2
25392;2;1;0;Corporacion Financiera Colombiana S.A.;8903006536;0;0;0;0;0;0;0;0;17259888596.4;vp2
25392;2;2;0;Confiar Cooperativa Financiera;8909813951;0;0;0;0;0;0;0;0;4755858342.71;vp2
30383;1;2;16;Helm Bank;8600076603;2;1;1;1;2;1;59;0;506215000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;105;0;507160000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;208;0;3011400000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;38;0;2014500000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;41;0;2038400000;vp3
30383;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;246;0;2990700000;vp3
30383;1;2;16;Banco Falabella S.A.;9000479818;2;1;1;1;2;1;92;0;499935000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;111;0;504020000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;81;0;5044700000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;479;0;1010040000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;4;0;2592800000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;191;0;1022710000;vp3
30383;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;218;0;502760000;vp3
30383;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;82;0;1004390000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;22;0;1517145000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;22;0;1517145000;vp3
30383;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;5;0;1020110000;vp3
30383;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;7;0;5061400000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;203;0;2036600000;vp3
30383;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;58;0;5085400000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;49;0;5034750000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;252;0;505805000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;55;0;2009860000;vp3
30383;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;29;0;4035560000;vp3
30383;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;1;64;0;5077100000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;105;0;10143200000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;105;0;5071600000;vp3
30383;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;101;0;2028640000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;325;0;1011150000;vp3
30383;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;99;0;1011170000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;191;0;4090840000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;182;0;1007060000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;191;0;511355000;vp3
30383;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;107;0;1023440000;vp3
30383;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;234;0;1005400000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;225;0;1014760000;vp3
30383;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;1;124;0;5010300000;vp3
30383;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;1;152;0;5011800000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;312;0;1014220000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;209;0;508755000;vp3
30383;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;307;0;2034740000;vp3
30383;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;273;0;499445000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;183;0;3072750000;vp3
30383;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;343;0;3017430000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;344;0;5020750000;vp3
30383;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;20;0;15141600000;vp3
30383;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;27;0;5045050000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;204;0;501055000;vp3
30383;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;421;0;496510000;vp3
30383;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;41;0;5027450000;vp3
30383;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;126;0;503630000;vp3
30383;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;91;0;1002240000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;22;0;2004200000;vp3
30383;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;2;0;2010540000;vp3
30383;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;56;0;501635000;vp3
30383;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;69;0;1006940000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;28;0;1001160000;vp3
30383;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;100;0;4025360000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;28;0;2002320000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;28;0;2002320000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;28;0;5005800000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;209;0;1499700000;vp3
30383;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;240;0;998650000;vp3
30383;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;324;0;4998800000;vp3
30383;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;126;0;3021780000;vp3
30383;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;351;0;3005340000;vp3
30383;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;41;0;1005390000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;579;0;2393173383.98;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;27;0;2097600000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;259;0;507555000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;27;0;4195200000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;4313080000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;5391350000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;5391350000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;27;0;5244000000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;27;0;5244000000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;243;0;517590000;vp3
30383;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;2695675000;vp3
30383;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;71774662427.21;vp3
30383;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;26801174883.54;vp3
30383;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;10517812997.12;vp3
30383;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;316876844.36;vp3
30383;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;10500175737.09;vp3
30383;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;3976080222;vp3
30383;2;2;0;Helm Bank;8600076603;0;0;0;0;0;0;0;0;55600446086.3;vp3
30383;2;2;0;Banco Colpatria Multibanca Colpatria S.A.;8600345941;0;0;0;0;0;0;0;0;8580177606.25;vp3
30383;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;1144561967.99;vp3
30383;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;314869390.85;vp3
30383;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;4796179244.89;vp3
30383;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;1783199465.62;vp3
30385;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;45;0;502395000;vp4
30385;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;56;0;501635000;vp4
30385;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;22;0;501130000;vp4
30385;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;577;0;501380000;vp4
30385;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;216;0;503775000;vp4
30385;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;430;0;997230000;vp4
30385;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;233;0;999870000;vp4
30385;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;121;0;1000520000;vp4
30385;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;341;0;501010000;vp4
30385;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;252;0;2002500000;vp4
30385;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;28;0;1001160000;vp4
30385;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;27;0;1048800000;vp4
30385;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;13;0;3234810000;vp4
30385;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;46;0;1007890000;vp4
30385;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;7;0;510015000;vp4
30385;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;163;0;501695000;vp4
30385;1;1;16;Leasing Corficolombiana S.A.;8000247028;2;1;1;1;2;1;178;0;505120000;vp4
30385;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;168;0;505160000;vp4
30385;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;168;0;505160000;vp4
30385;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;168;0;505160000;vp4
30385;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;137;0;1013350000;vp4
30385;1;2;16;Hsbc Colombia S.A.;8600509309;2;1;1;1;2;1;122;0;504980000;vp4
30385;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;323;0;502935000;vp4
30385;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;359;0;570690810;vp4
30385;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;1;30;0;505075000;vp4
30385;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;1;211;0;504950000;vp4
30385;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;379;0;502780000;vp4
30385;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;39;0;509905000;vp4
30385;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;194;0;506220000;vp4
30385;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;473;0;1011280000;vp4
30385;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;111;0;504020000;vp4
30385;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;81;0;5549170000;vp4
30385;1;2;3;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;113;0;2065680000;vp4
30385;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;1;118;0;503790000;vp4
30385;1;1;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;119;0;503520000;vp4
30385;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;203;0;1018300000;vp4
