ID;TIPO ACTIVO;VINCULADO O NO;TIPO TITULOS;EMISOR;NIT;TIPO INVERSION;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACION;DIAS AL VTO;DURACIÓN;VPN;
9011427;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;344;0;2009300000;
9011427;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;531;0;1004250000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;505;0;507280000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;484;0;1023160000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;707;0;1511220000;
9011427;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;328;0;1003540000;
9011427;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;349;0;1005350000;
9011427;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;5;340;0;1005420000;
9011427;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;275;0;995720000;
9011427;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;469;0;1008270000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;302;0;2004060000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;532;0;1985280000;
9011427;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;5;321;0;1003590000;
9011427;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;134;0;1005700000;
9011427;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;351;0;1001520000;
9011427;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;351;0;500760000;
9011427;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;351;0;500760000;
9011427;1;2;16;Banco Falabella S.A.;9000479818;2;1;1;1;2;6;43;0;1004560000;
9011427;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;468;0;2017020000;
9011427;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;391;0;1004840000;
9011427;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;1;27;0;1001600000;
9011427;1;2;16;Banco Pichincha S.A.;8902007567;2;1;1;1;2;4;7;0;2010500000;
9011427;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;5;111;0;3008370000;
9011427;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;20;0;2005180000;
9011427;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;159;0;1006130000;
9011427;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;112;0;501510000;
9011427;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;115;0;501200000;
9011427;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;505;0;503090000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;673;0;520090000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;642;0;524995000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;486;0;521360000;
9011427;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;534;0;506460000;
9011427;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;579;0;1041460000;
9011427;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;2;0;1022660000;
9011427;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;197;0;516210000;
9011427;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;299;0;1038300000;
9011427;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;5;48;0;1008540000;
9011427;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;5;75;0;1003470000;
9011427;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;5;182;0;2000560000;
9011427;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;5;272;0;1000500000;
9011427;1;2;16;Leasing Bancolombia S.A. C.F.;8600592943;2;1;1;1;2;5;239;0;2020540000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;256;0;495170000;
9011427;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;378;0;493905000;
9011427;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;46;0;1008940000;
9011427;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;687;0;1011500000;
9011427;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;33;0;2014680000;
9011427;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;5;26;0;2025160000;
9011427;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;514;0;1008540000;
9011427;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;534;0;2004320000;
9011427;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;548;0;1000000000;
9011427;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;390;0;1258079604;
9011427;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;390;0;1258079604;
9011427;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;390;0;1258079604;
9011427;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;1062130000;
9011427;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;3186390000;
9011427;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;70;0;4166760000;
9011427;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;12166248666;
9011427;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;11686218378;
9011427;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;2213792731;
9011427;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;50138972;
9011427;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;18329409266;
9011427;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;11044898328;
9011427;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;707121282;
9011427;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;1489479;
9011427;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;7206438;
9011427;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;2683593;
9011427;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;16940888;
9011427;2;2;0;Banco Colpatria;8901001806;0;0;0;0;0;0;0;0;2782980675;
9011427;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;47994561;
9011407;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;326;0;2017700000;
9011407;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;531;0;2008500000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;181;0;499110000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;367;0;4027360000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;337;0;998420000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;393;0;6027420000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;484;0;1023160000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;707;0;1511220000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;406;0;507850000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;406;0;507850000;
9011407;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;1;328;0;2007080000;
9011407;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;349;0;2010700000;
9011407;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;167;0;4505580000;
9011407;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;281;0;1011090000;
9011407;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;118;0;1011150000;
9011407;1;2;16;Banco De Comercio Ext. De Colombia S.A. Bancoldex;8001499236;2;1;1;1;2;1;469;0;1008270000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;302;0;3006090000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;249;0;5038350000;
9011407;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;4;92;0;2016160000;
9011407;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;343;0;4990300000;
9011407;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;5;84;0;1304004000;
9011407;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;134;0;1005700000;
9011407;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;4;122;0;1000760000;
9011407;1;2;16;Banco Colpatria;8901001806;2;1;1;1;2;1;166;0;5018100000;
9011407;1;2;16;Banco Falabella S.A.;9000479818;2;1;1;1;2;6;43;0;1004560000;
9011407;1;2;16;Banco Finandina S.A.;8600518946;2;1;1;1;2;11;189;0;2013720000;
9011407;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;233;0;4996350000;
9011407;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;468;0;2017020000;
9011407;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;391;0;1004840000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;389;0;995490000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;170;0;2502050000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;177;0;999340000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;129;0;3012360000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;128;0;3013020000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;110;0;1505145000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;129;0;4023040000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;639;0;1022400000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;6;313;0;2030540000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;569;0;1025540000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;570;0;1025240000;
9011407;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;579;0;1041460000;
9011407;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;2.307;0;1032630000;
9011407;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;177;0;7604925000;
9011407;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;101;0;514185000;
9011407;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;641;0;2047300000;
9011407;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;63;0;506025000;
9011407;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;521;0;1524855000;
9011407;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;225;0;2050060000;
9011407;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;343;0;2518925000;
9011407;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;5;10;0;2031320000;
9011407;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;5;33;0;2022960000;
9011407;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;5;40;0;2020220000;
9011407;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;510;0;2018960000;
9011407;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;5;87;0;500515000;
9011407;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;5;82;0;5010250000;
9011407;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;5;342;0;2512775000;
9011407;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;5;73;0;2007880000;
9011407;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;5;272;0;2001000000;
9011407;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;5;152;0;3000450000;
9011407;1;2;16;Banco Colpatria;8901001806;2;1;1;1;2;1;557;0;1473765000;
9011407;1;2;16;Banco Colpatria;8901001806;2;1;1;1;2;1;69;0;2999010000;
9011407;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;378;0;493905000;
9011407;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;57;0;5008400000;
9011407;1;2;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;687;0;1011500000;
9011407;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;33;0;4029360000;
9011407;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;5;26;0;8100640000;
9011407;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;506;0;2023600000;
9011407;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;514;0;1008540000;
9011407;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;5;169;0;3008220000;
9011407;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;2;0;5061200000;
9011407;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;35;0;3017610000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;390;0;2516159208;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;390;0;2516159208;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;390;0;1258079604;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;390;0;1258079604;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;3186390000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;10621300000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;1062130000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;1062130000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;531065000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;1062130000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;4248520000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;5310650000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;5310650000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;531065000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;1593195000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;3186390000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;54;0;5310650000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;70;0;4166760000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;70;0;4687605000;
9011407;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;915;0;5133330000;
9011407;2;2;0;Banco Popular S.A.;8600077389;0;0;0;0;0;0;0;0;54748976176;
9011407;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;4403084859;
9011407;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;46048797135.53;
9011407;2;2;0;Banco Av Villas S.A.;8600358275;0;0;0;0;0;0;0;0;4376331959;
9011407;2;2;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0;0;0;837359492;
9011407;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;42276966495;
9011407;2;2;0;Banco De Bogota S.A.;8600029644;0;0;0;0;0;0;0;0;22628365808;
9011407;2;2;0;Citibank Colombia S.A.;8600511354;0;0;0;0;0;0;0;0;496951658;
9011407;2;2;0;Banco Colpatria;8901001806;0;0;0;0;0;0;0;0;9453086675;
9011407;2;2;0;Banco Corpbanca Colombia S.A;8909039370;0;0;0;0;0;0;0;0;23895072872;
9011407;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;1899517708;
9011407;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;5736899005;
9011407;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0;0;0;1645138335;
9011407;2;2;0;Banco Gnb Sudameris S.A.;8600507501;0;0;0;0;0;0;0;0;287247350;
9011407;2;2;0;Banco Caja Social;8600073354;0;0;0;0;0;0;0;0;985413488;
9011407;2;2;0;Banco Agrario De Colombia S.A;8000378008;0;0;0;0;0;0;0;0;188282;
9011407;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;666506326;
9011407;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;1053589;
9011407;2;2;0;Bbva Colombia S.A.;8600030201;0;0;0;0;0;0;0;0;9954924;
9011407;2;2;0;Banco Colpatria;8901001806;0;0;0;0;0;0;0;0;0;
9011407;2;2;0;Banco Davivienda S.A.;8600343137;0;0;0;0;0;0;0;0;34973597;
9011407;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;1001989752;
9011407;2;2;0;Banco Pichincha S.A.;8902007567;0;0;0;0;0;0;0;0;931000;
9011407;2;2;0;Bancolombia S.A.;8909039388;0;0;0;0;0;0;0;0;19455097;
9011407;2;2;0;Banco De Occidente S.A.;8903002794;0;0;0;0;0;0;0;0;13815851;
